"farm_id","farm_type","farm_size_ha","crop_type","crop_value_ha","pest_risk","prevention_cost_ha","loss_rate","compensation","monitoring","risk_aversion","expected_loss","report_prob","reports","final_loss"
31,"large",42.9707509325817,"apple",17689.9893116206,0.153881689487025,566.522295866162,0.10231907540001,300,0,0.863593708956614,11968.6196723216,0.293562033618219,1,7181.17180339297
32,"large",49.7552892169915,"potato",9808.80305869505,0.30133002656512,169.751420419198,0.238780040084384,0,0,0.500742103205994,35115.2448131429,0.310371060732337,0,49161.3427384001
33,"medium",23.4449350752402,"wheat",1959.12049936596,0.166294584446587,51.9191030645743,0.262601571530104,600,1,0.925864024320617,2005.79068597727,0.77708405588714,1,1203.47441158636
34,"medium",25.851357729407,"apple",9536.77303530276,0.156570082902908,286.664855573326,0.394353138306178,300,0,0.208074670284986,15222.2513010455,0.310722296415763,1,9133.35078062732
35,"small",2.40755455382168,"wheat",2216.36998467147,0.0708805461996235,127.368603949435,0.224842350371182,100,0,0.0271055938210338,85.0400621434733,0.31407249491558,0,119.056087000863
36,"small",2.63577599171549,"potato",9237.36548423767,0.28392070918344,178.834352386184,0.12155864040833,600,0,0.315793072106317,840.309996768392,0.463238747780935,0,1176.43399547575
37,"medium",12.8567695105448,"wheat",2359.46495938115,0.0942513906862587,105.966507922858,0.155339393788017,0,1,0.660112249664962,444.134758723424,0.513314704537956,1,266.480855234055
38,"small",4.283805295825,"potato",6840.62129957601,0.259304558858275,182.35407237662,0.451876906002872,300,1,0.31469130073674,3433.64641038629,0.633895127621652,0,4807.1049745408
39,"small",4.67542939260602,"wheat",2181.32508965209,0.0689124178141356,114.146263920702,0.569510619412176,100,1,0.944461387814954,400.259097266496,0.583569775647393,1,240.155458359898
40,"small",2.13011332042515,"wheat",2472.96484916005,0.138485243567266,96.8432118650526,0.255584509018809,100,0,0.778970579849556,186.448407538088,0.514024836886346,0,261.027770553323
41,"small",4.84441917482764,"wheat",1257.39118831698,0.134251341328491,77.9223810648546,0.139246465079486,300,1,0.339431246276945,113.871473231113,0.523680125641825,0,159.420062523558
42,"small",3.9135777130723,"potato",7702.27066101506,0.312292731553316,334.687135508284,0.260872045671567,300,0,0.481646264670417,2455.73872171126,0.450643843246751,0,3438.03421039576
43,"small",3.74550032801926,"tomato",10342.8202518262,0.39623288908042,504.157516674604,0.41245276844129,300,0,0.415994798764586,6331.01817995071,0.363888204445777,0,8863.425451931
44,"small",1.21137577109039,"wheat",2374.42115012091,0.153308168018702,96.1216570343822,0.320120924757794,0,0,0.776333899470046,141.161411373886,0.299355399209722,0,197.625975923441
45,"small",2.58088053856045,"apple",11009.3424078077,0.228644311893731,419.199548754841,0.500672650313936,0,1,0.485427005914971,3252.69657181013,0.460398086628528,0,4553.77520053418
46,"small",2.91138151939958,"tomato",16253.7182448432,0.421715642896015,493.115282303188,0.239641902525909,600,0,0.01529910415411,4782.27248288144,0.385297108342167,1,2869.36348972887
47,"small",3.24101305473596,"tomato",23123.2358119451,0.251023970823735,618.85713331867,0.385356596694328,300,0,0.642451295163482,7249.4887715114,0.255173789912876,0,10149.284280116
48,"small",3.79304637946188,"wheat",2325.15105826315,0.0966906213550829,129.273834172636,0.121064006024972,300,0,0.234829984838143,103.23779446168,0.334314854055783,0,144.532912246351
49,"small",4.6627341536805,"wheat",2208.0298687797,0.140838026220445,108.556557632983,0.195358727732673,0,1,0.747025883058086,283.268541886505,0.651608846845619,1,169.961125131903
50,"medium",17.3141636955552,"tomato",19710.205233423,0.392655740363989,566.340776754078,0.463543235347606,300,1,0.295607374515384,62114.7675327717,0.544432493850092,0,86960.6745458803
51,"small",3.47340490948409,"potato",9498.18357126787,0.301833360409364,339.274633361492,0.513345025153831,600,1,0.906218191608787,5111.78488214619,0.839867557988655,1,3067.07092928772
52,"small",2.71368603501469,"wheat",1689.86134191509,0.198655147838872,89.4758985843509,0.355360537674278,600,0,0.853324017953128,323.727573911013,0.624713964137727,1,194.236544346608
53,"medium",22.4343441554811,"wheat",1254.74046329036,0.161480737279635,131.123734964058,0.38386308287736,100,1,0.461963776964694,1744.87512714209,0.554931348700144,1,1046.92507628526
54,"small",3.16832146886736,"wheat",1673.73440614901,0.0613785695517436,81.8563093896955,0.100577909871936,300,1,0.0713482482824475,32.7367191843727,0.477403397355818,1,19.6420315106236
55,"small",1.23391395434737,"wheat",1555.87665073108,0.117675335961394,108.144733821973,0.171889051585458,600,1,0.577803724445403,38.8323524940907,0.875325749622116,0,54.365293491727
56,"small",2.04342742823064,"apple",11978.5638991743,0.289623767556623,488.020183146,0.532983541511931,300,0,0.579579334007576,3778.43512100724,0.429552849424738,1,2267.06107260435
57,"small",2.58860781323165,"tomato",23867.1848014928,0.349090740189422,505.486768123228,0.141280530276708,0,1,0.993576776934788,3047.10976458635,0.435786548128649,1,1828.26585875181
58,"medium",21.036558849737,"tomato",12583.3764404524,0.439417435601354,574.589169828687,0.222285341029055,0,0,0.335274414392188,25855.9201133492,0.205650203198253,0,36198.2881586889
59,"medium",21.0980728745926,"wheat",2305.60772493482,0.0580305401817895,95.5488957930356,0.59077157874126,0,1,0.666801774175838,1667.6481027143,0.546921597554967,0,2334.70734380002
60,"small",1.79097894672304,"wheat",1671.12222618889,0.100933327106759,76.8803449813277,0.38879063972272,0,0,0.938556001987308,117.44893579858,0.385165808932213,0,164.428510118013
61,"medium",29.4463351205923,"apple",12887.2314793989,0.101399690890685,358.898402098566,0.22436318222899,100,0,0.574856834951788,8633.34511332193,0.398213519726808,0,12086.6831586507
62,"small",4.32771025132388,"potato",6990.15535321087,0.15401369323954,398.113827139605,0.407476976886392,100,1,0.691711413906887,1898.4860697787,0.448196980252455,1,1139.09164186722
63,"small",1.61154889129102,"potato",6577.80666416511,0.226180740026757,306.138246820774,0.115878660371527,300,1,0.0897585870698094,277.832902969779,0.625454178939562,0,388.966064157691
64,"small",4.21367416810244,"wheat",1595.82112778444,0.160092822322622,105.517720477656,0.173211772134528,300,0,0.866459244629368,186.463755244698,0.565803106742565,1,111.878253146819
65,"medium",15.3683833614923,"potato",8571.67854811996,0.160176022723317,222.172527143266,0.451536486996338,100,0,0.501139396801591,9527.61976641555,0.291764156947855,0,13338.6676729818
66,"small",3.18730462621897,"wheat",2186.87594123185,0.050616041070316,73.1230884324759,0.132780354260467,0,1,0.223256284138188,46.8456982577021,0.34838209566903,0,65.583977560783
67,"medium",7.98511949949898,"wheat",2298.28501162119,0.165786422346719,104.323289799504,0.410903531149961,600,0,0.412419241620228,1250.18457937042,0.47873457636438,0,1750.25841111859
68,"medium",18.1507415033411,"tomato",14737.1918370482,0.239672099403106,588.599896070082,0.568663682695478,600,1,0.886306279571727,36457.0968459035,0.787799734267806,1,21874.2581075421
69,"medium",10.626833770657,"wheat",1795.29802941252,0.119446281681303,94.7570141172037,0.143947307392955,600,1,0.495593437226489,328.032309703529,0.767614416315056,1,196.819385822117
70,"small",3.64927056804299,"tomato",22063.844188815,0.331493568536825,421.640168537851,0.586401754664257,0,1,0.672753727762029,15651.5594236352,0.608637274085374,1,9390.9356541811
71,"medium",17.1602941013407,"wheat",2148.52116380353,0.15812605250394,63.0288136890158,0.11300535525661,300,0,0.282504437956959,658.820064018885,0.446299847671028,0,922.348089626439
72,"medium",14.2553699621931,"tomato",24834.4511678442,0.418287841882557,379.604626575019,0.462613976001739,100,0,0.817058302927762,68505.7538850609,0.329625406393464,0,95908.0554390852
73,"medium",29.5837545196991,"potato",8134.56939440221,0.309580587456003,199.977943592239,0.32685319581069,0,1,0.2460994545836,24350.8605816116,0.361313037707723,0,34091.2048142562
74,"small",1.68679397553205,"tomato",14835.7832781039,0.417426517570857,489.257497224025,0.383091202494688,600,0,0.369646193925291,4001.794059722,0.473617273311197,1,2401.0764358332
75,"small",3.53222143929452,"tomato",10017.8744259756,0.20592216080986,366.840732109267,0.53636552314274,0,1,0.235524395015091,3908.29598692929,0.420279908383676,0,5471.61438170101
76,"small",2.24747898709029,"potato",11069.6012391709,0.334739842638373,350.229462177958,0.37728158980608,100,0,0.93575692595914,3141.95989754831,0.334453851089503,0,4398.74385656763
77,"small",3.89821738563478,"potato",7560.7948419638,0.258519674092531,331.940677575767,0.468826103629544,300,0,0.415076828328893,3572.22571392403,0.425789749466515,1,2143.33542835441
78,"medium",14.7079778788611,"wheat",1335.30222685076,0.149975857581012,112.172598275356,0.41156458100304,0,0,0.137449405388907,1212.24914874504,0.193932225616834,0,1697.14880824305
79,"small",2.59575929865241,"wheat",1485.97813104279,0.135811058094259,104.799428326078,0.255514202895574,600,0,0.914364723023027,133.852662683115,0.628121688798819,0,187.393727756361
80,"small",4.87742564454675,"tomato",24882.5592896901,0.443972423369996,624.305643001571,0.296098242304288,100,1,0.347641376079991,15954.2917565805,0.385440167492558,0,22336.0084592127
81,"small",4.86959348246455,"wheat",2440.13662205543,0.155571942508686,64.9244213709608,0.201043727714568,600,1,0.852930875727907,371.64530707431,0.95,1,222.987184244586
82,"medium",10.7311210082844,"tomato",12225.2858767752,0.322556049551349,432.413748139516,0.526390194799751,600,0,0.142635178752244,22274.9684786034,0.509905673135267,1,13364.981087162
83,"small",3.9068101560697,"wheat",2177.64880361501,0.148583159071859,105.954586924054,0.403415075410157,600,0,0.359432870987803,509.955007102825,0.573462178364095,0,713.937009943955
84,"medium",20.5824386572931,"tomato",10740.4644577764,0.297292580758221,282.684366509784,0.478049006918445,0,1,0.245505067519844,31417.8443247524,0.289533780749028,0,43984.9820546534
85,"small",2.02886698581278,"apple",15624.4109235704,0.170323534402996,237.600557040423,0.381258404371329,100,1,0.0459059465210885,2058.50209935052,0.487697662694474,1,1235.10125961031
86,"small",1.88715173862875,"wheat",2264.64199824259,0.0934028217568994,92.688557645306,0.237949506402947,300,1,0.784547902178019,94.9841594029989,0.5812650099508,1,56.9904956417993
87,"large",36.6473689232953,"wheat",1743.11023226473,0.0645859183510765,94.7730098385364,0.467779201827943,100,0,0.199171734508127,1929.95152180664,0.199287320012829,0,2701.9321305293
88,"medium",8.41350492672063,"tomato",18960.3022392839,0.30438873997191,679.191381076816,0.374639896932058,0,0,0.391850244253874,18191.3452998587,0.242064865100236,0,25467.8834198022
89,"medium",29.1867373581044,"potato",6138.86695308611,0.320472920034081,204.261993675027,0.273063521971926,600,0,0.323562244651839,15679.3767668407,0.519536824247224,1,9407.62606010441
90,"small",3.37218260671943,"tomato",14819.926652126,0.223231455124915,347.732702328358,0.357482817396522,300,0,0.602105905069038,3988.11525229917,0.264384281163167,0,5583.36135321884
91,"small",2.07008572854102,"apple",17703.3445388079,0.183809144981205,453.958562016487,0.507883973792195,300,1,0.541271679569036,3421.17489671065,0.709562740070387,0,4789.64485539492
92,"medium",17.8767951973714,"wheat",1971.99004103895,0.194363198161591,133.329477161169,0.363136284658685,600,1,0.990823732689023,2488.1586279332,0.660919590163957,1,1492.89517675992
93,"small",3.12428159546107,"potato",11174.3972380646,0.266712572658435,336.059626343194,0.201520024938509,600,1,0.25379104912281,1876.44557819163,0.756688540387315,1,1125.86734691498
94,"medium",9.07675823080353,"tomato",17918.9350048546,0.240452302549966,432.531370024662,0.524053840222768,0,0,0.735269893193617,20494.9946793765,0.341231995283374,1,12296.9968076259
95,"small",4.14116668514907,"wheat",2238.47062513232,0.160450104367919,121.95872827433,0.285247107525356,100,0,0.977608161047101,424.26320102837,0.345839564824544,1,254.557920617022
96,"small",1.67224324215204,"apple",11105.6144163013,0.1915753594134,200.991524104029,0.251662585441954,0,0,0.558046241756529,895.365473483385,0.307787899467608,1,537.219284090031
97,"medium",20.5475573788863,"wheat",2354.93124553468,0.141908520285506,95.6886755535379,0.485298523469828,0,0,0.392708159517497,3332.39040586307,0.296185197930827,1,1999.43424351784
98,"small",2.61759672407061,"wheat",1700.74907131493,0.0679893321241252,102.126426296309,0.466724277497269,0,0,0.82468925928697,141.268114291769,0.396726355685564,0,197.775360008477
99,"small",2.88630511052907,"tomato",21931.3303055242,0.30135412379168,531.550741952378,0.519452999136411,300,1,0.112384460866451,9909.01785670581,0.544478590344446,0,13872.6249993881
100,"small",4.47242722753435,"tomato",11033.9889524039,0.285453611041885,532.782161713112,0.384524421207607,600,1,0.535777904093266,5416.70639547162,0.697037592600248,1,3250.02383728297
101,"small",4.7028318233788,"wheat",1317.41870953701,0.132538856973406,74.245707760565,0.11314041914884,300,0,0.443831584881991,92.9061106321466,0.494885789361413,1,55.7436663792879
102,"small",4.52791023720056,"wheat",2013.46672822256,0.0894134416710586,57.5860834680498,0.343063614121638,100,1,0.273957212688401,279.653163519155,0.55703816998109,0,391.514428926817
103,"small",3.69674737006426,"wheat",2169.32708248496,0.184754124679603,89.1295091249049,0.371340516395867,100,1,0.157357535790652,550.188223934202,0.408565324514694,1,330.112934360521
104,"large",44.7340955375694,"wheat",1310.99199452437,0.0513769918703474,51.310821599327,0.518330058455467,100,0,0.871838073711842,1561.75810344549,0.266157100797805,0,2186.46134482369
105,"small",4.8006679173559,"wheat",1590.67289456725,0.0854352403897792,136.749946861528,0.464332269062288,600,0,0.562044856371358,302.934305726158,0.582594228341319,0,424.108028016621
106,"medium",29.6488541306462,"wheat",1998.93080450129,0.0695066893007606,149.261567369103,0.377556903427467,600,0,0.550689758267254,1555.30186443532,0.541260163679367,1,933.181118661193
107,"large",98.3969297399744,"potato",8007.52776721492,0.283664728701115,366.663427068852,0.136707198712975,600,1,0.592365285614505,30554.6084898871,0.679228687728589,1,18332.7650939323
108,"medium",21.7192879365757,"potato",9790.73323030025,0.25226291930303,282.351439096965,0.168251149612479,300,0,0.727812862722203,9025.52051935396,0.447255533845595,1,5415.31231161238
109,"small",3.06577957700938,"apple",17833.6056787521,0.242338515864685,284.209295921028,0.44230434813071,100,0,0.638925284612924,5860.35249309141,0.219747988768483,1,3516.21149585485
110,"small",3.30607608519495,"wheat",2178.81167533342,0.0989349720068276,120.88553882204,0.149810968106613,600,0,0.614450164837763,106.764281978434,0.595728770868377,1,64.0585691870603
111,"large",50.7411522767507,"potato",9278.55755249038,0.302550117857754,299.659636721481,0.201892952574417,600,1,0.0524168505799025,28758.0395808666,0.643318846917999,1,17254.82374852
112,"small",2.34532482363284,"wheat",2392.17427296098,0.158959833241534,132.671549031511,0.282990069151856,0,1,0.565157752949744,252.379693998994,0.558656470057788,1,151.427816399397
113,"small",2.38929852563888,"apple",8185.73202751577,0.283969611534849,471.609123796225,0.52309787881095,0,1,0.587341380305588,2905.24501478496,0.630333955309743,1,1743.14700887098
114,"large",80.8188118832186,"wheat",1818.47565739881,0.198761785309762,139.189626951702,0.218436297751032,600,0,0.62856707512401,6380.8369845678,0.522983064179782,1,3828.50219074068
115,"medium",15.4728974227328,"tomato",20425.3104596864,0.303814363304991,397.707398887724,0.452438925299793,0,1,0.621890645008534,43441.8765292525,0.543927405144922,0,60818.6271409535
116,"small",1.08009720221162,"wheat",1937.25530598313,0.157270029163919,103.941073268652,0.153804415394552,0,0,0.082270042039454,50.6132786112221,0.281154774248238,0,70.8585900557109
117,"small",3.01125218253583,"potato",8258.66695912555,0.330672457581386,384.40808308078,0.489534434303641,300,0,0.0776426121592522,4025.67165545189,0.328750105900511,0,5635.94031763264
118,"large",84.9981483980082,"tomato",24229.4726101682,0.276013117271941,312.509271374438,0.227552841673605,100,0,0.687094689812511,129349.695789628,0.295672606863219,0,181089.57410548
119,"small",4.48417365457863,"wheat",2157.60644990951,0.125665971648414,105.531359184533,0.374021663004532,600,0,0.830303592374548,454.746227518024,0.748313779313536,1,272.847736510814
120,"small",1.02520313579589,"tomato",14166.5397607721,0.340070134366397,661.595726688392,0.116950760385953,100,1,0.145909875165671,577.624031846295,0.230141230633232,0,808.673644584812
121,"medium",13.0836248293053,"wheat",2314.68165176921,0.115407150774263,77.6439883746207,0.503054738068022,0,0,0.783530072309077,1758.19610761741,0.267856202460084,1,1054.91766457045
122,"small",1.28822849597782,"wheat",2381.89045581967,0.192323787591886,115.919792582281,0.268876403593458,300,1,0.486450079130009,158.672030619918,0.513684645999206,0,222.140842867885
123,"small",1.65684489998966,"wheat",1273.29689296894,0.0680272231460549,74.3435242446139,0.558142929011956,0,0,0.989265105454251,80.1013259676672,0.455350219556809,1,48.0607955806003
124,"small",4.08133629709482,"wheat",1853.78079533111,0.0612717764917761,78.8266204763204,0.278553208941594,600,1,0.499104954535142,129.130668235679,0.753034910947185,1,77.4784009414075
125,"small",3.94073722325265,"potato",7115.23809051141,0.314094902435318,387.681024591438,0.587682506558485,300,1,0.562260535079986,5175.71751115903,0.561943414751434,1,3105.43050669542
126,"large",37.3792422283441,"tomato",13741.0987785552,0.238968537643086,519.6021852782,0.292189261317253,100,0,0.378257020609453,35863.8517715732,0.493386954607547,1,21518.3110629439
127,"small",4.88750254269689,"apple",15852.809199132,0.225422140117735,546.475652139634,0.344336767587811,100,1,0.518637197325006,6014.1353219306,0.448310788757474,0,8419.78945070284
128,"small",2.86588950734586,"wheat",1655.70820495486,0.183353223919403,121.578095853329,0.345388115639798,100,0,0.0742837921716273,300.49633808784,0.228829988293667,0,420.694873322976
129,"small",1.29753805324435,"apple",17740.6350113451,0.280436355667189,519.878846220672,0.106127312080935,300,1,0.538472344167531,685.094914826854,0.592849755741965,1,411.056948896112
130,"medium",25.8813829987776,"wheat",2299.22295983415,0.113667814258952,122.753363312222,0.420736600318924,0,1,0.961061000823975,2845.87859761637,0.411184679939597,1,1707.52715856982
131,"medium",8.59542609076016,"apple",13536.4271216094,0.251465831836686,253.998559340835,0.356287485826761,0,0,0.527810139581561,10424.3986543218,0.305315895258335,1,6254.63919259307
132,"medium",9.8203986720182,"tomato",12391.5322020184,0.439144941035192,587.323193182237,0.260176059114747,0,1,0.437159451888874,13903.6665598381,0.406287964215765,0,19465.1331837734
133,"medium",27.4184670660179,"potato",8573.64354701713,0.164286369923502,315.133075322956,0.39071657883469,100,1,0.0322669965680689,15089.3998479896,0.453938399711556,1,9053.63990879376
134,"medium",12.7029888576362,"tomato",11074.4508402422,0.210991656337865,663.52963532554,0.408672204148024,600,0,0.037734180688858,12130.2149973316,0.326013297613872,0,16982.3009962642
135,"small",3.59527249727398,"wheat",2248.36571298074,0.0563541018171236,67.3043038696051,0.319137268839404,600,0,0.047348293941468,145.379048698515,0.420255791218032,1,87.2274292191089
136,"medium",14.0825135877822,"tomato",18361.5637465846,0.29303943568375,487.944428191986,0.185184490308166,0,0,0.160959035623819,14032.0306152867,0.115037711995643,0,19644.8428614014
137,"medium",24.5986619684845,"wheat",1352.53059547395,0.147116321546491,80.6311258813366,0.457540248311125,600,1,0.469097393332049,2239.48801961894,0.714866666208091,1,1343.69281177136
138,"medium",9.8344669979997,"tomato",17347.5557740312,0.440653835353442,417.390435712878,0.473893274343573,100,0,0.80592397483997,35626.0127759735,0.457432581721123,1,21375.6076655841
139,"large",46.771624032408,"potato",9784.64159136638,0.150779268611223,168.071645230521,0.521957354061306,100,0,0.280597516102716,36016.7088750068,0.407423833605634,1,21610.0253250041
140,"small",4.03437267802656,"wheat",2126.49252149276,0.120292874367442,86.9907276704907,0.367379523487762,100,0,0.754783985204995,379.135737010699,0.351312027158642,1,227.481442206419
141,"small",1.54842432402074,"tomato",17414.3854284193,0.361356878932565,279.613744502421,0.251117630768567,600,1,0.521825814852491,2446.87435431273,0.7478397303205,0,3425.62409603782
142,"small",2.58633837848902,"wheat",1505.84951543715,0.142688918497879,57.7721554320306,0.328259091032669,300,0,0.288947193184868,182.420619686616,0.376867879232272,0,255.388867561263
143,"small",1.89994131680578,"tomato",23325.5737775471,0.215315653581638,634.466465667356,0.292171267233789,0,0,0.0173772014677525,2787.95417738262,0.113549553352179,0,3903.13584833566
144,"small",1.23183424212039,"wheat",1297.44377655443,0.0906223148806021,121.31501887925,0.224523427337408,100,1,0.668349529849365,32.5190338651231,0.54733511162973,0,45.5266474111723
145,"medium",5.44414529693313,"tomato",10550.5653971341,0.302486482122913,479.685085627716,0.427313372399658,600,1,0.0669759646989405,7424.34075108709,0.68268510091898,1,4454.60445065226
146,"small",2.58357075322419,"apple",10441.0052197054,0.127571673132479,354.999303072691,0.577661850862205,600,1,0.836386426817626,1987.88204594839,0.713859539094277,0,2783.03486432774
147,"small",1.25971319992095,"wheat",2416.33999140467,0.0735942929983139,105.092272907495,0.245541478646919,600,0,0.135343155823648,55.0045639529422,0.44257045163617,0,77.0063895341191
148,"small",1.90354573167861,"apple",8225.21860618144,0.130650975601748,515.388771612197,0.425094543281011,300,0,0.655878108460456,869.578816421923,0.460667821386578,1,521.747289853154
149,"small",1.21851643640548,"tomato",13056.1572033912,0.306476283515804,344.499126379378,0.368179965438321,0,0,0.837947728810832,1795.16258248764,0.258873587684854,0,2513.2276154827
150,"medium",15.1651966571808,"wheat",1404.31817269418,0.0671381405321881,63.5865396354347,0.398725933302194,300,1,0.257647996069863,570.108287739543,0.610244268181257,1,342.064972643726
151,"medium",17.0791917317547,"wheat",2041.17455503438,0.126152429473586,147.416369407438,0.112449134723283,0,0,0.135995285119861,494.537462888434,0.205281240603263,0,692.352448043807
152,"small",3.68112815823406,"wheat",1425.57306999806,0.132204843126237,106.196315889247,0.102420869772322,300,0,0.763488414231688,71.0568981156759,0.386486774053786,0,99.4796573619462
153,"small",2.19096713047475,"potato",9125.05410751328,0.160439723171294,356.582894665189,0.165689127193764,100,0,0.211996233323589,531.468127453343,0.281833767294115,0,744.055378434681
154,"small",1.40288632921875,"apple",11397.5923666731,0.138262437377125,477.165466640145,0.112408551876433,600,0,0.26796959922649,248.507308215032,0.47935010204195,0,347.910231501045
155,"small",1.28761638887227,"potato",9957.72802317515,0.323312035948038,269.886019499972,0.146064725960605,0,0,0.531831194646657,605.499761732055,0.38627694918621,1,363.299857039233
156,"small",4.52176227513701,"potato",10376.1655879207,0.265249033784494,247.807195852511,0.337779112067074,100,1,0.474116867408156,4203.69521462799,0.520740212778554,0,5885.17330047919
157,"small",4.01698960829526,"tomato",17706.7170874216,0.327039521175902,419.129546510521,0.198328380612656,100,0,0.373443664982915,4613.42920555201,0.24472290796565,0,6458.80088777282
158,"small",4.26642355043441,"potato",8920.93724012375,0.212768514407799,224.780693918001,0.50733697428368,0,1,0.775349928531796,4108.45304434639,0.525525220721768,1,2465.07182660783
159,"small",4.92856149468571,"potato",8306.73969397321,0.341893156757578,211.077062389813,0.222029614052735,100,1,0.558203970082104,3107.79306469535,0.447951824625163,0,4350.91029057348
